longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-116.95,33.79,20,2399,546,1726,542,1.8845,77700,INLAND
-118.08,33.79,34,2840,395,1127,396,7.6144,376200,<1H OCEAN
-119.14,34.17,16,1593,353,836,357,2.726,67500,NEAR OCEAN
-119.45,36.16,27,2119,373,1268,345,2.8152,106900,INLAND
-121.99,37.61,9,3666,711,2341,703,4.6458,217000,<1H OCEAN
-120.84,37.48,10,2874,612,1960,596,2.7381,104600,INLAND
-115.57,32.79,34,1152,208,621,208,3.6042,73600,INLAND
-117.24,32.81,33,1588,289,683,301,5.4103,332400,NEAR OCEAN
-121.83,37.26,15,3243,551,1752,551,5.5849,257400,<1H OCEAN
-121.03,37.68,27,1956,327,1004,307,3.7857,110500,INLAND
-117.21,33.17,16,1787,361,1446,362,3.75,163800,<1H OCEAN
-118.34,34.08,52,1421,163,495,167,10.586,500001,<1H OCEAN
-118.39,33.97,44,1097,186,513,185,6.235,361400,<1H OCEAN
-121.27,38.13,35,2607,685,2016,618,1.75,82900,INLAND
-118.37,34.03,41,1425,285,838,296,3.9732,188400,<1H OCEAN
-118.22,34.19,31,4704,920,1895,886,4.9297,400000,<1H OCEAN
-122.27,37.9,42,1650,274,645,256,5.6228,375400,NEAR BAY
-117.14,32.7,43,1126,289,1132,294,2.1875,87000,NEAR OCEAN
-121.36,38.55,33,1191,198,554,191,2.8021,118800,INLAND
-122.4,37.73,42,1413,406,1027,362,2.3625,233000,NEAR BAY
-118.16,33.89,46,940,219,599,214,3.2813,190900,<1H OCEAN
-117.95,33.86,35,2375,439,1343,424,4.53,193500,<1H OCEAN
-116.91,32.83,16,5203,NA,2515,862,4.105,174400,<1H OCEAN
-122.48,37.71,43,3850,1018,1497,829,3.5296,400000,NEAR OCEAN
-121.83,37.28,33,1115,250,1168,261,3.9009,178600,<1H OCEAN
-121.93,37.71,26,4822,845,2288,805,4.2281,206000,<1H OCEAN
-122.22,37.47,28,5956,1612,3571,1549,3.1864,272800,NEAR OCEAN
-121.43,37.75,41,1717,325,855,303,2.75,127300,INLAND
-118.37,33.83,35,1207,207,601,213,4.7308,353400,<1H OCEAN
-118.64,34.22,16,4312,574,1902,574,8.4438,390000,<1H OCEAN
-122.07,37.7,39,1420,272,645,277,4.125,232500,NEAR BAY
-122.43,37.79,50,3312,1095,1475,997,2.7165,500001,NEAR BAY
-115.73,33.36,19,749,238,476,169,1.7727,50000,INLAND
-118.25,33.99,39,1274,319,1362,324,2.1793,107900,<1H OCEAN
-122,37.99,28,4035,641,1881,659,5.4607,192300,INLAND
-121.32,38.62,29,2430,448,1087,394,3.0864,177900,INLAND
-122.55,38.07,38,3392,709,1894,713,3.0573,350800,NEAR BAY
-120.41,34.96,21,1774,263,724,237,4.65,152500,<1H OCEAN
-121.8,38.01,44,3184,581,1399,548,2.7234,110200,INLAND
-122.4,37.76,52,1529,385,1347,348,2.9312,239100,NEAR BAY
-118.3,34.09,36,2332,993,3155,927,2.2612,230400,<1H OCEAN
-120.31,37.11,38,1696,301,985,278,2.4054,112500,INLAND
-117.78,33.81,23,1986,278,826,260,7.7752,380000,<1H OCEAN
-124.15,40.8,47,1486,335,765,329,1.755,74100,NEAR OCEAN
-118.38,34.16,42,2358,546,1065,523,3.1289,320600,<1H OCEAN
-120.55,38.31,18,1411,312,592,230,1.625,94700,INLAND
-121.37,38.63,37,494,86,253,99,4.8194,141100,INLAND
-122.44,37.72,52,1380,272,847,284,3.7143,260000,NEAR BAY
-121.84,39.73,52,677,152,379,154,1.6797,94800,INLAND
-118.39,34.08,52,3759,464,1407,422,15.0001,500001,<1H OCEAN
-122.39,37.72,52,135,34,93,26,2.1484,181300,NEAR BAY
-121.93,37.25,32,1555,287,779,284,6.0358,260100,<1H OCEAN
-118.23,34.18,47,1853,345,757,310,3.6875,422000,<1H OCEAN
-122.01,36.97,43,2162,509,1208,464,2.5417,260900,NEAR OCEAN
-118.3,33.9,27,3267,762,2099,647,3.4,224100,<1H OCEAN
-119.85,36.77,9,1142,314,620,283,2.0446,81300,INLAND
-122.26,37.85,52,3618,768,1508,755,3.2619,309600,NEAR BAY
-117.4,34.18,16,1769,254,1778,251,5.3671,181800,INLAND
-118.2,33.92,36,414,104,477,130,3.6719,130400,<1H OCEAN
-121.39,38.61,36,2396,536,1225,515,2.9559,136600,INLAND
-119.81,36.76,51,2419,486,1284,426,2.2029,54200,INLAND
-121.23,37.94,20,268,78,77,49,1.125,150000,INLAND
-121.26,37.95,44,819,184,677,183,1.725,59300,INLAND
-121.97,37.57,21,4342,783,2172,789,4.6146,247600,<1H OCEAN
-117.7,33.48,10,3458,638,1156,470,6.3579,336700,<1H OCEAN
-122.4,37.74,45,2462,509,1587,450,2.59,211800,NEAR BAY
-118.1,34.08,21,1349,352,1188,330,2.5,182100,<1H OCEAN
-118.02,33.9,34,1636,358,977,357,3.5938,209900,<1H OCEAN
-118.32,34.26,32,3690,791,1804,715,4.4875,222700,<1H OCEAN
-121.04,39.08,8,2870,526,1307,451,3.463,201700,INLAND
-121.97,36.97,15,2849,668,1546,582,2.7587,228600,NEAR OCEAN
-122.29,37.9,52,1604,263,594,286,5.338,270900,NEAR BAY
-117.69,34.09,28,1437,295,724,262,2.725,140200,INLAND
-119.28,36.33,10,1051,297,927,274,0.78,55500,INLAND
-118.51,34.22,36,2794,523,1334,472,4.3462,222100,<1H OCEAN
-118.2,33.95,41,679,184,788,185,2.1406,165300,<1H OCEAN
-118.07,34.12,43,1554,287,802,277,4.2312,272600,INLAND
-121.86,37.34,40,2277,508,1718,434,3.0089,185200,<1H OCEAN
-117.39,34.11,5,2987,457,1821,485,4.8889,138900,INLAND
-121.88,37.35,52,1704,418,1336,411,2.8167,183500,<1H OCEAN
-118.35,34.21,39,1470,312,1047,284,3.275,181400,<1H OCEAN
-117.06,32.77,18,2269,682,1329,581,1.7951,161800,NEAR OCEAN
-118.37,33.96,26,138,23,100,20,4.875,175000,<1H OCEAN
-120.91,38.11,9,3585,680,1800,598,3.636,133100,INLAND
-121.64,40.9,24,2237,434,834,318,1.7538,90300,INLAND
-117.12,32.73,52,3976,718,1750,769,3.4151,175400,NEAR OCEAN
-117.85,33.8,34,1593,283,872,255,3.825,216700,<1H OCEAN
-121.29,38.68,12,5098,1094,2029,1065,3.5444,132500,INLAND
-121.26,37.88,42,465,93,256,93,3.1719,158300,INLAND
-117.96,33.65,24,4462,689,1943,712,5.7395,289800,<1H OCEAN
-117.91,33.71,16,3113,783,1719,715,3.6505,145700,<1H OCEAN
-118.28,33.97,31,2017,566,2063,521,1.9219,107000,<1H OCEAN
-122.48,37.73,38,3195,828,2410,778,3.1359,350000,NEAR OCEAN
-122,36.98,43,1636,324,792,325,3.5562,239200,NEAR OCEAN
-118.14,33.93,31,3205,727,1647,664,3.3681,223900,<1H OCEAN
-123.35,39.42,18,1619,346,904,295,2.1625,77200,<1H OCEAN
-117.95,34.16,17,7116,1089,3538,1083,6.2654,273800,INLAND
-117.02,32.81,26,1998,301,874,305,5.4544,180900,<1H OCEAN
-118.27,33.94,30,1764,397,1406,362,1.449,93100,<1H OCEAN
-117.81,33.75,23,3498,636,1574,642,5.021,252200,<1H OCEAN
-118.27,34.02,40,561,284,662,205,0.9234,187500,<1H OCEAN
-121.35,38.56,16,2278,370,1203,371,5.0622,132400,INLAND
-118.31,33.95,43,1823,358,1065,342,3.2708,131000,<1H OCEAN
-121.45,38.7,24,2159,369,1141,355,3.9853,90400,INLAND
-121.31,38.26,22,1768,396,1005,420,1.8846,88300,INLAND
-120.94,39.05,8,3758,717,1744,661,3.1972,151500,INLAND
-118.34,33.93,36,1528,486,1824,470,2.2679,153900,<1H OCEAN
-122.3,37.56,35,1873,351,945,333,5.5184,274800,NEAR OCEAN
-121.42,38.52,32,2828,556,1655,485,2.5574,72600,INLAND
-117.87,33.74,31,2338,652,3289,631,2.6734,158500,<1H OCEAN
-122.02,37.95,22,3526,510,1660,508,5.6642,237000,NEAR BAY
-122.2,37.48,41,733,155,652,140,5.1654,233600,NEAR BAY
-117.23,32.78,35,1649,355,746,360,4.6293,356500,NEAR OCEAN
-117.65,35,36,1184,316,672,241,1.9107,39800,INLAND
-122.42,37.77,52,1176,493,1136,436,1.375,312500,NEAR BAY
-122.24,38.13,37,3223,564,1325,539,4.0938,126900,NEAR BAY
-118.34,34.16,25,6082,1763,2616,1644,3.6486,246900,<1H OCEAN
-118,33.84,29,2641,637,2413,619,2.8169,165100,<1H OCEAN
-117.78,34.58,6,10263,1864,6163,1781,3.8803,120000,INLAND
-118.01,34.15,52,2234,472,986,439,3.9125,265500,INLAND
-122.4,37.72,40,1948,413,1434,396,3.0313,219100,NEAR BAY
-118.37,34.16,40,1973,382,774,352,4.4122,282300,<1H OCEAN
-121.9,37.45,18,4900,814,2984,758,6.6176,276200,<1H OCEAN
-122.04,37.95,33,1653,334,814,328,3.1406,163100,NEAR BAY
-122.46,37.65,21,2751,502,2027,491,5.2573,322900,NEAR OCEAN
-120.75,37.69,24,2282,423,1167,398,3.8214,116100,INLAND
-120.69,37.77,46,431,86,239,80,3.3182,282100,INLAND
-117.66,34.14,11,3628,469,1488,463,7.0844,325000,INLAND
-121.31,37.97,42,1824,277,720,309,5.1915,183700,INLAND
-118.18,33.92,32,2035,519,2282,480,3.2734,136400,<1H OCEAN
-122.24,40.16,19,2500,509,1293,494,2.035,55100,INLAND
-120.8,37.55,18,1802,335,1110,329,3.1641,96300,INLAND
-121.28,38.71,35,3095,594,1550,576,3.575,113500,INLAND
-121.37,38.58,37,2839,390,1006,400,7.3343,280400,INLAND
-117.92,33.84,45,2019,394,1549,377,4.6111,223000,<1H OCEAN
-121.83,37.29,20,1649,408,1729,362,3.3833,115200,<1H OCEAN
-118.16,34.12,38,2231,489,940,484,5.4165,435100,<1H OCEAN
-118.06,33.91,24,4880,1044,4516,1050,4.1387,157700,<1H OCEAN
-122.17,37.73,52,1555,289,620,292,3.7159,183300,NEAR BAY
-117.05,33.26,14,3103,569,1704,539,3.7644,264700,<1H OCEAN
-118.1,34.02,37,1022,232,653,238,3.0625,189400,<1H OCEAN
-121.19,40.23,10,1572,232,247,104,5.8453,193800,INLAND
-117.34,34.13,29,1494,286,991,280,2.125,70600,INLAND
-120.84,37.52,16,4527,887,2531,825,3.7065,124800,INLAND
-118.28,33.92,37,742,151,729,144,3.055,105400,<1H OCEAN
-118.42,34.14,27,3990,892,1417,800,4.0439,500001,<1H OCEAN
-122.11,37.89,32,2372,516,1067,492,4.3235,279500,NEAR BAY
-122.02,37.36,25,2074,387,1273,383,4.7609,378000,<1H OCEAN
-118.61,34.19,34,703,127,369,127,4.3125,210100,<1H OCEAN
-117.82,33.77,27,2578,314,976,340,7.1882,359200,<1H OCEAN
-122.16,37.76,36,2781,574,1438,519,2.4598,155500,NEAR BAY
-118.82,35.23,31,2358,580,2302,574,1.9688,53900,INLAND
-118.04,34.07,39,1382,315,1090,308,3.8125,174000,<1H OCEAN
-118.35,33.91,25,1884,554,1337,549,2.8512,272800,<1H OCEAN
-121.45,38.57,48,1962,356,704,362,3.5313,147900,INLAND
-122.87,39.13,15,1927,427,810,321,1.6369,86500,INLAND
-117.16,32.78,24,3566,765,1697,722,3.6375,178600,NEAR OCEAN
-118.23,34.1,41,1353,379,1536,416,2.1687,157000,<1H OCEAN
-117.58,34.09,27,754,200,746,185,1.9531,100800,INLAND
-118.33,33.96,24,6513,1290,2636,1271,4.2099,189800,<1H OCEAN
-120.55,36.97,42,1766,344,1084,323,2.3295,74400,INLAND
-117.08,33.08,23,3400,501,1383,488,4.9844,249100,<1H OCEAN
-118.3,33.93,35,1300,356,1216,326,1.2,99200,<1H OCEAN
-122.03,37.97,45,1613,338,865,336,3.25,151100,NEAR BAY
-118.45,34.03,45,727,168,520,175,2.6528,300000,<1H OCEAN
-121.36,38.66,14,756,141,424,155,3.6953,116100,INLAND
-118.74,34.25,25,1815,281,960,284,5.4243,214700,<1H OCEAN
-121.1,38.94,42,410,117,706,112,1.0179,125000,INLAND
-117.31,34.09,34,1336,345,1009,311,1.608,73700,INLAND
-121.53,38.56,39,2438,483,1103,472,2.9375,86600,INLAND
-117.53,34.02,19,256,34,101,28,5.3269,375000,INLAND
-121.99,37.26,17,4034,611,1158,560,8.2069,442500,<1H OCEAN
-118.34,33.94,37,3107,903,3456,734,2.182,147500,<1H OCEAN
-117.89,33.61,41,1790,361,540,284,6.0247,500001,<1H OCEAN
-122.28,37.87,52,589,132,288,131,3.5156,200000,NEAR BAY
-118.99,35.39,36,1438,348,1054,341,1.8319,55400,INLAND
-122.04,37.9,20,5467,1044,2310,963,5.6986,275800,NEAR BAY
-122.04,37.33,26,2690,401,1264,429,7.7643,474700,<1H OCEAN
-117.27,34.39,6,6988,1121,3660,1092,4.2224,125700,INLAND
-118.57,34.18,36,2981,441,1243,413,6.5304,439800,<1H OCEAN
-121.55,38.51,22,2403,431,1088,421,3.9,146900,INLAND
-118.32,34.07,52,2156,306,861,311,8.8062,500001,<1H OCEAN
-122.11,37.41,33,1641,284,659,282,6.0884,432900,NEAR BAY
-122.72,38.44,48,707,166,458,172,3.1797,140400,<1H OCEAN
-121.4,36.38,39,2288,529,1449,410,3.3289,190600,<1H OCEAN
-122.71,38.37,16,2355,345,1014,348,5.6018,253000,<1H OCEAN
-120.55,38.46,16,1443,249,435,181,3.2031,129200,INLAND
-117.85,33.76,26,2312,525,1273,437,2.8828,204700,<1H OCEAN
-117.09,34.22,16,1347,327,271,91,4,87500,INLAND
-121.83,37.23,7,5389,903,2232,825,6.6659,500001,<1H OCEAN
-121.93,37.3,16,2111,485,1285,499,5.0477,292500,<1H OCEAN
-117.06,32.77,32,3888,827,3868,841,3.0755,166800,NEAR OCEAN
-121.9,37.35,52,1034,239,531,223,2.7411,227100,<1H OCEAN
-119.02,35.33,35,2053,412,1193,387,2.75,65800,INLAND
-118.49,34.2,35,1109,206,515,202,5.2118,215800,<1H OCEAN
-123.17,39.15,30,1904,331,816,325,4.425,161900,<1H OCEAN
-121.96,37.95,13,3216,765,1627,715,3.0859,167800,INLAND
-118.45,34.03,41,2083,528,993,481,4.0231,353900,<1H OCEAN
-116.89,33.86,2,6900,1238,1950,980,3.0417,146300,INLAND
-123.01,38.79,32,2697,529,1417,535,3.2546,134100,<1H OCEAN
-116.21,33.75,22,894,NA,830,202,3.0673,68200,INLAND
-122.43,37.61,21,10252,2595,4790,2428,4.1692,344500,NEAR OCEAN
-120.85,37.78,25,421,NA,303,106,2.2679,71300,INLAND
-117.02,32.7,18,1643,283,1134,269,5.1769,133000,NEAR OCEAN
-118.41,33.96,32,1044,219,567,222,4.1471,284400,<1H OCEAN
-118.33,34.2,43,1325,254,613,248,3.6071,289000,<1H OCEAN
-121.41,38.56,17,7228,1369,2455,1365,5.1385,179500,INLAND
-122.26,38.31,33,4518,704,1776,669,5.2444,281100,NEAR BAY
-124.16,40.8,52,2416,618,1150,571,1.7308,80500,NEAR OCEAN
-117.96,33.79,29,1813,501,1170,482,2.0677,214500,<1H OCEAN
-118.02,33.82,21,2052,456,1173,432,3.7885,204500,<1H OCEAN
-118.93,34.18,18,2730,415,1248,412,6.187,287900,<1H OCEAN
-117.96,33.69,20,3123,441,1319,432,6.091,290400,<1H OCEAN
-118.04,33.98,28,1617,507,1158,486,1.9688,165600,<1H OCEAN
-123.21,39.15,31,2685,675,1367,626,1.6571,108900,<1H OCEAN
-118.28,34.07,25,7522,3179,7221,2902,2.0173,177500,<1H OCEAN
-118.13,33.97,36,1759,295,837,267,4.6992,251900,<1H OCEAN
-117.77,33.53,46,1033,223,462,224,3.2708,384700,<1H OCEAN
-121.54,36.99,27,2361,449,1782,397,3.2614,305000,INLAND
-122.49,37.75,48,2181,419,1041,379,3.7361,320200,NEAR OCEAN
-118.46,34.28,23,1663,302,1242,283,5.5931,217600,<1H OCEAN
-118.5,34.02,28,5109,1482,2313,1451,3.3266,483300,<1H OCEAN
-121.06,38.7,9,13255,1739,5001,1627,6.314,228900,INLAND
-118.42,34.06,44,533,90,291,97,10.8045,500001,<1H OCEAN
-116.48,33.94,10,3254,913,923,486,1.8,81000,INLAND
-122,37.23,36,3191,430,1234,440,9.0704,500001,<1H OCEAN
-122.43,37.73,52,1583,347,935,341,4.6786,263200,NEAR BAY
-121.91,37.3,31,2095,427,829,405,3.6563,344700,<1H OCEAN
-121.94,37.3,26,4348,814,2347,810,4.7275,293000,<1H OCEAN
-122.39,37.73,46,1517,299,879,309,2.2222,195100,NEAR BAY
-120.69,35.65,14,3487,889,2352,796,1.6303,144900,<1H OCEAN
-118.05,34.09,23,602,135,409,123,3.5268,146400,<1H OCEAN
-122.41,37.75,52,2164,606,2034,513,2.0325,178100,NEAR BAY
-118.49,34.21,25,1131,449,746,420,1.3565,225000,<1H OCEAN
-118.08,33.99,36,2024,590,2028,573,2.8152,163900,<1H OCEAN
-117.23,32.79,28,2453,648,1082,617,3.625,266700,NEAR OCEAN
-122,37,16,32,4,36,5,2.625,137500,NEAR OCEAN
-117.61,34.09,11,2000,391,1503,426,4.6167,144000,INLAND
-117.82,33.71,9,5206,992,4660,978,2.885,162500,<1H OCEAN
-117.81,33.73,17,1063,189,363,183,2.1719,261300,<1H OCEAN
-120.86,37.49,22,2140,445,1441,409,2.4706,89400,INLAND
-117.82,33.78,25,4977,645,2061,646,6.58,318500,<1H OCEAN
-118.66,34.43,9,2356,469,1556,386,3.775,155000,INLAND
-118.92,34.17,17,1552,246,685,244,5.9836,294800,<1H OCEAN
-122.01,38.25,16,1081,181,792,184,4.6779,131300,INLAND
-121.44,38.54,44,2570,509,1145,503,2.5694,92400,INLAND
-118.35,34.1,18,7432,2793,3596,2270,2.8036,225000,<1H OCEAN
-118.25,34.09,52,3142,765,1728,682,3.1864,189800,<1H OCEAN
-122.27,37.83,48,1798,432,987,374,1.0972,104500,NEAR BAY
-117.46,34.85,7,9759,1816,2933,1168,3.4912,157700,INLAND
-118.06,34.13,28,12139,2873,5359,2731,3.292,227300,INLAND
-123.02,38.81,45,1717,389,916,367,3.2425,138800,<1H OCEAN
-118.96,35.37,40,1603,374,1026,337,1.365,54300,INLAND
-122.24,37.8,52,996,228,731,228,2.2697,127000,NEAR BAY
-121.89,36.6,19,656,200,248,173,1.2656,500000,<1H OCEAN
-117.23,32.74,44,1404,229,513,217,4.1806,263800,NEAR OCEAN
-117.2,32.86,4,4308,1095,1923,932,3.9356,267000,NEAR OCEAN
-118.13,34.01,40,2412,629,2119,600,2.075,151100,<1H OCEAN
-117.58,33.6,5,5348,659,1862,555,11.0567,495400,<1H OCEAN
-117.67,33.63,9,5774,1320,3086,1265,4.4063,202200,<1H OCEAN
-118.46,34.25,33,2202,433,1135,407,4.2143,224200,<1H OCEAN
-121.81,37.31,15,1794,366,1533,371,5.7843,209900,<1H OCEAN
-119.05,35.32,11,7035,1455,3525,1387,3.4827,93600,INLAND
-118.44,34.5,5,1514,220,1355,215,8.1344,359000,INLAND
-117.9,34.12,33,1788,456,1787,361,2.6629,124100,<1H OCEAN
-122.12,38,20,6992,1404,3221,1334,4.2042,166400,NEAR BAY
-118.13,34.02,38,1243,310,788,286,2.5852,185100,<1H OCEAN
-121.6,39.77,26,1503,343,699,296,1.875,84000,INLAND
-121.97,37.79,16,3873,484,1451,501,6.7857,341300,<1H OCEAN
-117.25,34.16,37,1709,278,744,274,3.7188,116600,INLAND
-122.34,37.95,45,1128,240,702,270,3.6719,134100,NEAR BAY
-122.52,38.67,35,1705,321,708,253,3.4539,300000,INLAND
-118.38,33.86,29,2787,475,1182,444,6.7613,352700,<1H OCEAN
-121.76,37.28,17,660,129,431,123,4.9097,241000,<1H OCEAN
-121.13,38.37,10,1034,153,478,155,7.0326,241100,INLAND
-120.42,34.91,4,6986,1217,2801,1212,3.2135,212700,<1H OCEAN
-117.93,33.64,24,1395,396,1478,404,2.5301,192900,<1H OCEAN
-122.36,40.66,17,2786,559,1528,517,2.0119,75800,INLAND
-120.06,36.97,38,1542,364,1220,334,1.625,52800,INLAND
-121.29,37.93,37,2488,578,1854,514,2.551,59100,INLAND
-118.15,34.21,34,2765,515,1422,438,5.4727,238900,INLAND
-118.26,34.04,6,1529,566,1051,473,2.462,162500,<1H OCEAN
-118.01,35.12,15,1926,361,917,316,3.3889,68500,INLAND
-119.06,36.09,11,2572,454,1402,415,3.6786,72900,INLAND
-118.14,34.18,47,3457,622,1700,579,3.5164,226500,<1H OCEAN
-118.25,34.01,45,782,270,1030,235,1.0898,93400,<1H OCEAN
-122.15,37.69,36,1501,287,703,276,3.8864,197300,NEAR BAY
-122.42,37.74,52,1916,432,889,424,4.0391,279900,NEAR BAY
-119.8,36.82,24,5377,1005,2010,982,3.4542,121200,INLAND
-122.74,38.45,25,2696,496,1296,514,4.0798,179200,<1H OCEAN
-122.01,37.99,28,1900,401,918,351,3.7841,144900,NEAR BAY
-118.31,34.1,34,399,141,482,134,1.625,67500,<1H OCEAN
-121.33,38.63,23,1947,409,866,400,2.7181,156800,INLAND
-117.97,34.04,32,1507,295,1326,324,4.119,163300,<1H OCEAN
-121.47,38.68,19,946,182,474,173,5.0155,97300,INLAND
-118,33.71,19,4808,1029,2422,971,4.0121,279700,<1H OCEAN
-118.61,34.15,32,4491,815,1696,749,4.9102,319100,<1H OCEAN
-118.13,34.17,49,1962,435,1329,457,3.2898,200000,<1H OCEAN
-121.63,38.04,25,2019,411,888,326,3.2619,183800,INLAND
-117.9,33.82,32,1187,302,1003,275,2.4931,166900,<1H OCEAN
-120.45,34.65,21,1182,243,733,251,3.1442,131600,NEAR OCEAN
-117.76,34.07,51,1538,394,1173,388,2.3156,109800,INLAND
-119.29,36.54,18,2581,628,2732,592,1.8429,58300,INLAND
-117.99,34.12,37,1527,331,1504,324,3.2857,130100,INLAND
-118.51,34.27,34,3787,771,1966,738,4.055,222500,<1H OCEAN
-121.38,36.84,17,2625,512,1487,481,3.6354,221200,INLAND
-120.06,39.15,22,2213,372,98,42,1.1912,170000,INLAND
-118.39,34.15,36,2696,713,905,659,3.1146,373500,<1H OCEAN
-118.19,34.02,45,1535,432,1820,419,1.7801,142800,<1H OCEAN
-117.83,33.82,26,3259,456,1354,459,5.7817,267600,<1H OCEAN
-120.67,35.48,18,2339,443,1097,416,3.3438,176100,<1H OCEAN
-122.39,37.78,5,1405,515,725,392,3.6037,187500,NEAR BAY
-118.19,33.91,33,915,225,826,212,2.7708,117400,<1H OCEAN
-117,32.87,18,11544,1979,6296,1923,4.4904,150400,<1H OCEAN
-118.04,34.13,39,2485,382,1072,342,6.0878,430200,INLAND
-118.15,33.85,36,1435,249,606,234,4.1439,212600,<1H OCEAN
-120.99,37.66,46,1750,347,754,356,2.9137,106000,INLAND
-117.83,33.73,20,5768,1597,4853,1465,3.5387,160400,<1H OCEAN
-120.99,37.61,39,512,132,443,127,1.2857,60000,INLAND
-120.85,35.38,27,3493,909,1481,666,2.3075,184200,NEAR OCEAN
-122.18,37.8,23,2317,336,955,328,6.7527,285800,NEAR BAY
-117.81,34.11,21,3481,808,1866,746,3.6201,150400,INLAND
-122.04,37.53,34,2316,478,1524,467,3.7364,190400,NEAR BAY
-117.94,34.05,34,1519,304,1262,300,3.3409,161200,<1H OCEAN
-118.31,33.83,50,696,311,382,234,2.775,225000,<1H OCEAN
-118.09,34.02,33,4853,1105,2855,1006,3.2622,208600,<1H OCEAN
-118.3,34.05,44,1612,650,2028,593,1.9152,115600,<1H OCEAN
-118.17,34.03,31,1014,252,1064,247,2.4167,125500,<1H OCEAN
-117.67,34.02,16,3042,524,1516,475,4.8906,178500,INLAND
-117.13,32.71,37,1220,325,1472,323,1.825,81500,NEAR OCEAN
-122.6,38.11,23,8642,1294,3594,1253,5.3962,301500,<1H OCEAN
-119.71,34.4,27,3782,771,1742,751,4.0451,395100,NEAR OCEAN
-118,34.08,23,1627,318,1279,289,4.6467,185100,INLAND
-122.47,37.74,52,2055,265,735,252,8.1189,500001,NEAR BAY
-119.19,34.25,12,232,37,79,35,4.1667,214600,NEAR OCEAN
-119.04,34.24,20,7794,1192,4169,1188,5.9316,311900,<1H OCEAN
-119.52,36.71,21,1834,321,1120,314,2.59,69300,INLAND
-121.37,38.69,29,2103,380,1124,387,3.0833,87000,INLAND
-117.91,33.69,30,2704,426,1289,423,5.2815,229500,<1H OCEAN
-117.03,32.74,35,1878,454,991,409,2.4345,129700,NEAR OCEAN
-122.1,37.7,25,2973,622,1413,595,4.3819,209200,NEAR BAY
-118.06,34.12,25,3891,848,1848,759,3.6639,248100,INLAND
-117.13,32.72,43,2160,504,1221,452,2.4821,140600,NEAR OCEAN
-118.2,33.96,44,2144,477,1760,452,2.3221,161600,<1H OCEAN
-119.76,36.8,29,3494,662,1781,616,2.5893,70900,INLAND
-122.04,37.53,25,4458,922,2998,890,3.9667,218500,NEAR BAY
-119.8,36.78,43,2382,431,874,380,3.5542,96500,INLAND
-121.86,37.25,16,6958,1300,2965,1217,4.2885,262400,<1H OCEAN
-118.61,34.31,4,1949,458,868,398,5.0151,285200,<1H OCEAN
-118.3,33.84,36,1428,268,825,250,4.7222,239600,<1H OCEAN
-117.67,33.51,17,2112,480,1893,433,4.0388,120400,<1H OCEAN
-118.29,34.06,27,2456,1111,4137,1104,1.5954,187500,<1H OCEAN
-118.27,33.96,42,796,203,697,177,2.037,92600,<1H OCEAN
-117.99,33.7,13,4013,903,1999,859,4.625,248800,<1H OCEAN
-117.68,35.63,18,4334,641,1777,661,6.0653,105300,INLAND
-117.13,34.17,17,1181,271,248,114,5.5762,150000,INLAND
-118.35,34.03,35,1438,333,794,306,1.975,138100,<1H OCEAN
-121.24,37.79,7,5151,867,2553,805,4.075,195000,INLAND
-122.04,37.38,38,2850,550,1518,514,4.2028,273600,<1H OCEAN
-117.04,33.03,16,2852,435,1083,448,6.3761,296200,<1H OCEAN
-121.47,38.55,52,1384,295,561,244,2.0242,94600,INLAND
-118.35,34,40,2894,395,1063,409,6.939,372000,<1H OCEAN
-121.88,38.01,9,5329,1284,2827,1202,2.7374,150000,INLAND
-121.81,37.31,14,2731,578,1109,551,3.1382,139700,<1H OCEAN
-118.39,34.05,42,1467,203,577,204,6.6368,500001,<1H OCEAN
-118.22,33.99,6,1499,437,1754,447,4.3164,143200,<1H OCEAN
-118.4,37.36,34,2465,619,1172,575,1.9722,116100,INLAND
-118.65,36.57,20,1431,416,570,225,1.4821,143300,INLAND
-122.25,37.39,33,370,42,153,53,10.6514,500001,NEAR OCEAN
-120.04,36.95,36,1528,347,1334,304,1.3594,48300,INLAND
-121.86,37.41,16,2411,420,1671,442,6.5004,263600,<1H OCEAN
-117.82,33.67,15,1010,274,649,261,2.5197,350000,<1H OCEAN
-124.22,41.73,28,3003,699,1530,653,1.7038,78300,NEAR OCEAN
-118.04,33.93,35,1805,387,1505,366,4.1667,151900,<1H OCEAN
-118.02,33.74,26,3842,609,1961,595,6.128,248200,<1H OCEAN
-116.98,33.26,12,5898,1002,3129,945,4.7647,254100,<1H OCEAN
-117.37,33.2,29,1315,311,1425,306,2.0272,99600,NEAR OCEAN
-117.19,32.82,35,2197,353,945,357,4.9219,192900,NEAR OCEAN
-118.85,34.17,42,564,96,220,81,4.5625,318800,<1H OCEAN
-119.98,38.9,16,3109,572,885,334,3.5,134700,INLAND
-117.34,34.08,35,1380,248,730,264,3.2305,93700,INLAND
-118.4,34.04,40,2079,268,720,282,9.272,500001,<1H OCEAN
-117.97,34.13,42,683,127,541,138,3.4375,151700,INLAND
-116.06,34.2,29,1202,290,383,156,1.3371,66900,INLAND
-118.42,34.17,31,2235,363,914,370,6.1359,359700,<1H OCEAN
-121.59,36.97,16,865,123,403,130,5.7396,308700,INLAND
